Time	Iteration	AverageReward	reward 0:	reward 1:	reward 2:	reward 3:	reward 4:	reward 5:	reward 6:	reward 7:	reward 8:	timesteps
248.34466338157654	10	-1878.1949851389688	-1223.4104475323347	-2494.5000000000005	-2142.404653767686	-1223.4104475323347	-2192.8721421822825	-2022.2492010693772	-1223.4104475323347	-1923.4785067960047	-2458.0190198383643	25920
296.3285422325134	20	-1103.4547956275778	-324.6405644551672	-1318.965552187542	-1479.705995042808	-324.6405644551672	-2262.1363665126546	-1664.6877721605492	-324.6405644551672	-1113.6968141448003	-1117.9789672343438	51840
343.1075966358185	30	-789.499041387463	0.0	-1910.3329054118676	-2401.886806443753	0.0	-1366.7741951743194	-1402.2788248870102	0.0	0.0	-24.21864057021651	77760
388.75753569602966	40	-684.2372939861873	0.0	-1547.796871273402	-1817.0671140234151	0.0	-1366.7741951743194	-1402.2788248870102	0.0	0.0	-24.21864051753935	103680
434.2754487991333	50	-677.6209777638056	0.0	-1585.9880568147623	-1712.7869338181124	0.0	-1366.7741951743194	-1402.2788248870102	0.0	0.0	-30.76078918004605	129600
480.32168650627136	60	-730.3327149744779	0.0	-1894.5	-1855.2792014056902	0.0	-1366.7741951743194	-1389.2415829754502	0.0	0.0	-67.19945521484071	155520
526.3607609272003	70	-543.3939382232123	0.0	-1714.4637058542899	-1535.1271109179645	0.0	-1366.7741951683233	-249.95963742529392	0.0	0.0	-24.220794643039238	181440
572.2552800178528	80	-371.7274458122683	0.0	-1513.5	-1442.1561544787953	0.0	-128.3312590899898	-237.34030537729603	0.0	0.0	-24.21929336433322	207360
618.0564520359039	90	-181.21262545993144	0.0	-593.1525195189236	-530.4139776810852	0.0	-217.28961373477284	-144.31298981461507	0.0	0.0	-145.7445283899863	233280
663.8280444145203	100	-178.32908185042044	0.0	-398.8855618715128	-623.488238583577	0.0	-239.77817110167786	-156.33922421749804	0.0	0.0	-186.47054087951824	259200
709.2850382328033	110	-299.55115241602465	0.0	-410.187053579111	-1440.5051955207102	0.0	-108.4119154245145	-686.858017478746	0.0	0.0	-49.998189741140195	285120
754.837165594101	120	-179.547082060325	0.0	-410.2114464413818	-634.2179571024262	0.0	-244.80149529651754	-250.80041184632415	0.0	0.0	-75.8924278562754	311040
800.898610830307	130	-396.1710619860468	0.0	-1435.5000000000002	-1749.3799546518833	0.0	-135.94131559598017	-101.39990473958977	0.0	0.0	-143.31838288696792	336960
846.8165509700775	140	-148.69343915331407	0.0	-448.3929725828138	-520.7107827804762	0.0	-149.0311006788528	-195.88745505836195	0.0	0.0	-24.218641279321904	362880
892.5064442157745	150	-266.82957645761826	0.0	-529.0647281979836	-523.1407821281166	0.0	-1129.202072216847	-195.8399645018891	0.0	0.0	-24.21864107372787	388800
938.2408022880554	160	-298.41245369165597	0.0	-525.382707987357	-441.7353336242113	0.0	-1538.003168667612	-107.13635055218731	0.0	0.0	-73.45452239353631	414720
