Time	Iteration	AverageReward	reward 0:	reward 1:	reward 2:	reward 3:	reward 4:	reward 5:	reward 6:	reward 7:	reward 8:	timesteps
218.1578619480133	10	-452.9718088794444	0.0	-1849.5	-1906.5000000000002	0.0	-97.99236575775882	-97.95690554354613	0.0	-48.96000343724114	-75.83700517645292	25920
311.9272644519806	20	-204.75068302198392	0.0	-586.6200000077632	-840.257779505047	0.0	-97.92058342917016	-97.92000048800179	0.0	-97.91999536831602	-122.11778839955703	51840
407.163188457489	30	-185.32045248204955	0.0	-640.62	-530.8135778497067	0.0	-168.05999999906064	-164.66000870064582	0.0	-97.92000000037532	-65.81048578865736	77760
502.18889451026917	40	-141.93037788440532	0.0	-454.620000000017	-455.8135778511104	0.0	-97.92001083411861	-97.92003905543059	0.0	-97.92113098106077	-73.1786422379105	103680
597.1151609420776	50	-136.20186499063328	0.0	-451.62000000001314	-455.8135778497133	0.0	-97.97823129820422	-97.92000117698804	0.0	-97.92079936489752	-24.56417522588326	129600
691.8265509605408	60	-139.5169953468111	0.0	-451.62	-452.81357784971726	0.0	-97.92003006824712	-97.92013884445946	0.0	-98.69436076958543	-56.684850589290434	155520
786.3941485881805	70	-136.42465413573132	0.0	-451.62	-452.4768345544046	0.0	-97.92001827679914	-97.92003543370595	0.0	-103.66632895737467	-24.218669999297497	181440
881.369668006897	80	-138.5559272473739	0.0	-451.6200000000273	-477.3492012147028	0.0	-97.92000026004594	-97.92000043846049	0.0	-97.9755027578421	-24.218640555286242	207360
975.9705877304077	90	-136.2222984355513	0.0	-451.6200000558269	-455.81357788166906	0.0	-97.92000210162347	-97.92000393502315	0.0	-98.50846142827977	-24.21864051753935	233280
1070.4986007213593	100	-138.59885893854863	0.0	-448.61999999999995	-480.78977667090555	0.0	-97.9200007762727	-97.92000234698408	0.0	-97.92131013523343	-24.21864051754185	259200
1165.2947273254395	110	-138.61053459941942	0.0	-448.62000000163977	-480.7897310642146	0.0	-97.9200231250457	-97.92010081530731	0.0	-98.02631587102799	-24.21864051753935	285120
1259.8649785518646	120	-124.13112880228557	0.0	-379.9281376179997	-413.67799564615024	0.0	-97.92001147525963	-97.9200160323221	0.0	-103.51535793129918	-24.21864051753935	311040
1354.4142861366272	130	-123.63275517586256	0.0	-378.5230274697335	-413.6788180783588	0.0	-97.92000275544392	-97.92009383578458	0.0	-100.43421392590287	-24.21864051753935	336960
1449.0984508991241	140	-120.2533127379922	0.0	-378.5207275377787	-385.775516574581	0.0	-97.92009838005642	-97.92012961240442	0.0	-97.92470201879861	-24.21864051831066	362880
1543.8676750659943	150	-123.66747352719388	0.0	-378.51129620299133	-413.678448499711	0.0	-97.92002361736361	-97.92005555532995	0.0	-100.75879735176707	-24.218640517581857	388800
1638.8237051963806	160	-123.90615487571048	0.0	-378.4820339846931	-416.6933803835316	0.0	-97.92004776527075	-97.9204921961814	0.0	-99.92079903372954	-24.218640517988018	414720
1734.0079605579376	170	-124.12776815449013	0.0	-385.5051151750748	-413.664005721153	0.0	-97.92018763136788	-97.92025037181052	0.0	-97.92171394279914	-24.218640548205755	440640
1828.4972903728485	180	-120.23246705849421	0.0	-378.4811689695702	-384.6706867938582	0.0	-97.92036984837074	-97.92128290511833	0.0	-98.8800544919911	-24.21864051753935	466560
1923.3110992908478	190	-120.14122086869835	0.0	-378.5653755697191	-384.670194208934	0.0	-97.92030572283413	-97.92041787726131	0.0	-97.97605392199728	-24.21864051753935	492480
2018.066165447235	200	-120.15238642859906	0.0	-378.4806000398097	-384.66841044714664	0.0	-97.92013396303712	-97.92023041152913	0.0	-98.16346247832963	-24.21864051753935	518400
2113.0161471366882	210	-120.21185698273689	0.0	-378.4803778097593	-384.66838056256745	0.0	-97.92012373254637	-97.92024639008727	0.0	-98.69894383213219	-24.218640517539367	544320
2208.169767141342	220	-120.1463718104864	0.0	-378.4802872826116	-384.66661496088005	0.0	-97.92000659775302	-97.920040942922	0.0	-98.11175599267156	-24.21864051753936	570240
2302.6596763134003	230	-120.13053003149888	0.0	-378.4798359298936	-384.66465663907707	0.0	-97.92007096241736	-97.92012034038146	0.0	-97.97144589409629	-24.21864051762406	596160
2397.724550962448	240	-120.13037591244023	0.0	-378.48151493096674	-384.66910983450225	0.0	-97.9200220561131	-97.92004184109949	0.0	-97.96405403173888	-24.218640517541566	622080
2492.630609035492	250	-120.13007636941363	0.0	-378.4980582126193	-384.6766632637139	0.0	-97.9216095224514	-97.92222790373664	0.0	-97.9334879046619	-24.218640517539495	648000
2587.1570847034454	260	-120.13596544847208	0.0	-378.48031799182667	-384.66562533206246	0.0	-97.93412388532595	-97.93836336082708	0.0	-97.98661794866274	-24.21864051754386	673920
2682.1628770828247	270	-120.13194905422426	0.0	-378.4849003719661	-384.6713266183424	0.0	-97.92566943580452	-97.9272219113534	0.0	-97.9597825763641	-24.21864057418784	699840
