Time	Iteration	AverageReward	reward 0:	reward 1:	reward 2:	reward 3:	reward 4:	reward 5:	reward 6:	reward 7:	reward 8:	timesteps
264.6526803970337	10	-1548.7324137735272	-470.8176694039221	-3436.2657244281677	-2802.7607200407197	-470.8176694039221	-1396.8853495692415	-2156.214305361397	-470.8176694039221	-1357.1944025722937	-1376.8182137781596	25920
359.2345254421234	20	-967.8803463808104	0.0	-2627.712045183368	-3505.633541587933	0.0	-1184.1442180711058	-1201.2473795883532	0.0	-48.95938661342302	-143.22654638311	51840
452.2188231945038	30	-761.250280665247	0.0	-2234.8328360882883	-1887.0093351183082	0.0	-1299.467354065411	-1335.5843601976735	0.0	-70.14000000000313	-24.21864051753935	77760
544.018892288208	40	-625.1328697009878	0.0	-1377.1614184035698	-1641.327881347686	0.0	-1241.639841902781	-1341.8473761830264	0.0	-0.0006164017392495058	-24.218693070088484	103680
635.8007793426514	50	-318.4059983607058	0.0	-330.9335796830235	-1909.5	0.0	-402.20921452679795	-198.30676092062717	0.0	-0.000935322256354132	-24.703494793646918	129600
729.5248582363129	60	-214.516819788837	0.0	-378.4749748495711	-417.0305798127544	0.0	-308.41137447059873	-375.0808628233839	0.0	-238.1949538958122	-213.45863224741282	155520
824.0989811420441	70	-220.68987795956198	0.0	-401.86745176750253	-501.53030728629477	0.0	-238.1998918031232	-343.9992854120217	0.0	-238.19999827597792	-262.41196709113774	181440
918.3521091938019	80	-184.7854619542788	0.0	-378.4799883324392	-448.61915198195004	0.0	-238.19999896860648	-378.45795681585344	0.0	-124.94821806895307	-94.36384342070683	207360
1011.9621460437775	90	-196.60106285395543	0.0	-378.42106324918745	-446.6828166277293	0.0	-241.68395066091222	-306.75367212568364	0.0	-252.50815144028263	-143.3599115818037	233280
1106.168315410614	100	-174.79492430095672	0.0	-378.2028862216914	-380.2608161031111	0.0	-238.19999999999703	-217.02030960870405	0.0	-238.04792167145953	-121.42238510364726	259200
1200.0542907714844	110	-161.1240667198538	0.0	-428.0759355595124	-444.2561388118561	0.0	-217.07228844120715	-238.1999999999641	0.0	-98.2916300810916	-24.220607585052843	285120
1294.1794221401215	120	-150.9365766197464	0.0	-407.39715949369224	-493.5359336854867	0.0	-168.37170056230133	-166.97747649654644	0.0	-48.96818074020414	-73.17873859948678	311040
