Time	Iteration	AverageReward	reward 0:	reward 1:	reward 2:	reward 3:	reward 4:	reward 5:	reward 6:	reward 7:	reward 8:	timesteps
193.37525248527527	10	-2209.609709241015	-1639.5	-2539.5	-2494.5	-1639.5	-2452.4999999999995	-2452.5	-1639.5	-2512.5	-2516.487383169135	25920
241.3124372959137	20	-1347.9294915084602	-624.0865561871714	-1713.2390960423463	-1785.7387930062202	-624.0865561871714	-1723.500000000004	-1699.5000000001146	-624.0865561871714	-1699.5000000000148	-1637.6278659659279	51840
289.0427005290985	30	-2073.7918219841404	-615.6601491058535	-4223.266692631312	-5994.039929585047	-615.6601491058535	-2266.8973870902832	-2302.307093753792	-615.6601491058535	-900.0061640311658	-1130.6286834481032	77760
335.66238236427307	40	-765.215797840449	-1.4136546496568148e-06	-1703.7740087000134	-799.498749089496	-1.4136546496568148e-06	-1760.2290629907502	-1936.9045998839088	-1.4136546496568148e-06	-300.0	-386.53575565890856	103680
381.0153183937073	50	-458.14169014260136	0.0	-386.5348176324905	-803.1887364047395	0.0	-1366.7741957028165	-1402.2788248869942	0.0	0.0	-164.49863665637136	129600
427.1066417694092	60	-262.8144311453445	0.0	-359.7004882746719	-745.4276766975271	0.0	-486.25083784935407	-749.7322369690078	0.0	0.0	-24.21864051753935	155520
473.6431794166565	70	-281.0971171487123	0.0	-452.51095464993784	-618.7429052169127	0.0	-610.8761290753645	-823.5254248786565	0.0	0.0	-24.21864051753935	181440
519.6772377490997	80	-326.57049850442667	0.0	-583.9702677240409	-594.8555711056272	0.0	-1060.5148735339035	-593.1244036864362	0.0	0.0	-106.66937048983215	207360
565.2274916172028	90	-211.30581587092985	0.0	-422.1388675286571	-614.5628948293246	0.0	-231.31639800575553	-609.5143999593871	0.0	0.0	-24.219782515244205	233280
611.2897379398346	100	-221.40181847558642	0.0	-366.7440746469556	-608.2691799316495	0.0	-596.7874866463485	-396.5969845375803	0.0	0.0	-24.218640517743932	259200
657.3000886440277	110	-298.7049302538216	0.0	-377.64686268502425	-570.154050973539	0.0	-1397.1711991577897	-319.15361895050177	0.0	0.0	-24.218640517539427	285120
702.8053598403931	120	-213.33501470978422	0.0	-358.3753408188647	-502.4345307724387	0.0	-417.11638477402767	-546.5469636140555	0.0	0.0	-95.54191240867141	311040
748.5151727199554	130	-201.91638476344056	0.0	-331.46452625628564	-498.2071876147697	0.0	-536.5825024723694	-356.6346081050036	0.0	0.0	-94.3586384225367	336960
794.2048993110657	140	-201.26970253902164	0.0	-378.1794385469869	-527.3027685482517	0.0	-452.3461070002224	-429.38036823817544	0.0	0.0	-24.218640517558278	362880
839.6220469474792	150	-168.81064640517397	0.0	-335.1296856730903	-428.00286133417916	0.0	-374.6445543809544	-357.3000757408024	0.0	0.0	-24.21864051753935	388800
885.2751123905182	160	-183.11770496169427	0.0	-394.81519367894595	-443.397775692307	0.0	-336.00534250112776	-308.13967598900757	0.0	0.0	-165.7013567938603	414720
931.2473306655884	170	-161.01668581133242	0.0	-330.2435722645568	-498.53869434930255	0.0	-232.6565429963902	-363.4927221742028	0.0	0.0	-24.21864051753935	440640
977.0751259326935	180	-162.29964768108616	0.0	-301.3767243207242	-475.3729337275586	0.0	-308.34557894091563	-351.3829516230376	0.0	0.0	-24.21864051753935	466560
1023.1954989433289	190	-259.2343478695687	0.0	-330.5201274905043	-427.4793006317407	0.0	-1312.6910237043805	-238.20003818893628	0.0	0.0	-24.218640810556575	492480
1068.7030744552612	200	-142.91860392540866	0.0	-260.57620930492914	-428.0261343574412	0.0	-287.1179310440395	-286.32852010472885	0.0	0.0	-24.21864051753935	518400
1114.4550731182098	210	-148.58715376161257	0.0	-336.6240249054748	-426.25542825235976	0.0	-311.98682623280035	-238.19946394633885	0.0	0.0	-24.21864051753935	544320
1160.4018950462341	220	-154.68681157872822	0.0	-379.0141045773433	-427.89138593725977	0.0	-322.88712369244695	-238.17004948396456	0.0	0.0	-24.21864051753935	570240
1206.1651754379272	230	-139.82758255014005	0.0	-329.5182217479495	-428.30195475522873	0.0	-238.62849515208265	-237.78093077845676	0.0	0.0	-24.218640517542937	596160
1251.8608050346375	240	-146.77844885864826	0.0	-328.8853276920515	-495.19260032354896	0.0	-234.75737873127457	-237.9520871623844	0.0	0.0	-24.21864581857496	622080
1297.7104077339172	250	-135.15179608416037	0.0	-321.8476110375939	-395.60676915768704	0.0	-236.5023663556612	-238.19077768775162	0.0	0.0	-24.218640518749556	648000
1343.5936977863312	260	-138.98160804753303	0.0	-293.3986716379682	-457.31170185162307	0.0	-237.7694304159179	-238.13602800474678	0.0	0.0	-24.218640517541257	673920
1390.040170431137	270	-130.46203260162804	0.0	-286.45584441243005	-387.1710270547367	0.0	-238.11899163669398	-238.19378979165595	0.0	0.0	-24.218640519135597	699840
1435.861423254013	280	-137.71803111830764	0.0	-288.16728715613385	-451.94655086629535	0.0	-236.93531306667137	-238.1944884555246	0.0	0.0	-24.21864052014353	725760
1481.5964169502258	290	-137.79621952013906	0.0	-281.0749402632557	-458.36926458412785	0.0	-238.31908862691185	-238.18404168941672	0.0	0.0	-24.21864051753935	751680
1527.3141367435455	300	-129.56806386527393	0.0	-282.39931128685515	-387.507816467013	0.0	-233.92672815356414	-238.06007835914207	0.0	0.0	-24.218640520891014	777600
1573.1207394599915	310	-130.21527478799123	0.0	-285.0182597926003	-388.34695478265184	0.0	-238.19989912011914	-236.15371887900415	0.0	0.0	-24.2186405175457	803520
1618.7898254394531	320	-121.30161798427048	0.0	-281.87603826814933	-387.1920790571674	0.0	-160.30792864136922	-238.119875374209	0.0	0.0	-24.21864051753935	829440
1664.3553607463837	330	-121.61504617729261	0.0	-281.8472454716795	-387.5241562213507	0.0	-163.38573165020682	-237.55961406075755	0.0	0.0	-24.21866819163891	855360
1709.9635925292969	340	-114.0945698963534	0.0	-280.88016362096016	-387.4993819474403	0.0	-157.66613739855342	-176.58680557585382	0.0	0.0	-24.218640524372873	881280
1755.6074080467224	350	-112.49327055255826	0.0	-280.6165402637735	-387.5940844702716	0.0	-152.8002246112543	-167.20994511018563	0.0	0.0	-24.21864051753935	907200
1801.179808139801	360	-113.06898495474448	0.0	-280.6752906471232	-387.9690565572219	0.0	-157.50967502237665	-167.24820184843924	0.0	0.0	-24.21864051753935	933120
1846.8264462947845	370	-107.90117301782806	0.0	-240.09947449881886	-388.0106314281031	0.0	-150.93788280121913	-167.8439279147721	0.0	0.0	-24.21864051753935	959040
1892.2015180587769	380	-111.86776400936631	0.0	-279.8838703602878	-388.003181927812	0.0	-146.83024096514546	-167.87394231351223	0.0	0.0	-24.21864051753935	984960
1937.660991191864	390	-112.30028847938432	0.0	-275.8139429873899	-387.4127743297771	0.0	-155.26977538039836	-167.98746309935413	0.0	0.0	-24.21864051753935	1010880
1983.214459657669	400	-112.22018509454998	0.0	-280.27281294101425	-387.302221613956	0.0	-150.18020170984667	-168.00778906859352	0.0	0.0	-24.21864051753935	1036800
2028.499570608139	410	-110.1183660858207	0.0	-261.72027065250114	-387.41766547124405	0.0	-150.11494806578335	-167.59377006531827	0.0	0.0	-24.2186405175394	1062720
2073.815663576126	420	-123.8642894500397	0.0	-310.4807493827788	-457.51582112463325	0.0	-154.8654358256672	-167.69795819973876	0.0	0.0	-24.2186405175394	1088640
2119.4520423412323	430	-108.59987922803492	0.0	-248.33765122979537	-387.44511936181135	0.0	-149.47765676154765	-167.9195091713229	0.0	0.0	-24.21897652783709	1114560
2165.2551703453064	440	-119.28151934056352	0.0	-271.827808160776	-455.37819594879886	0.0	-154.2249499657161	-167.88407947224135	0.0	0.0	-24.218640517539367	1140480
2210.466188430786	450	-117.28696497795578	0.0	-256.18090223948496	-455.29592876606085	0.0	-152.06219790258092	-167.8250153309601	0.0	0.0	-24.21864056251514	1166400
2255.9902839660645	460	-113.03411247401019	0.0	-289.5636699349123	-387.49115205601873	0.0	-148.34524409289747	-167.6883039469457	0.0	0.0	-24.218642235317454	1192320
2301.388779401779	470	-119.55937746274344	0.0	-281.25325225836104	-457.06216816877674	0.0	-146.243329559132	-167.25700666088179	0.0	0.0	-24.21864051753935	1218240
2346.9317944049835	480	-108.14367951243639	0.0	-247.287324298492	-387.4837844374107	0.0	-147.6666983708948	-166.63666798759073	0.0	0.0	-24.218640517539367	1244160
2392.5699269771576	490	-107.51503888379939	0.0	-241.78193506363954	-387.4368073301536	0.0	-148.87366248259738	-165.32430456026464	0.0	0.0	-24.21864051753935	1270080
